t,x,y,z,speed,mach,vx,vy,vz,ax,ay,az,a_thrust_x,a_thrust_y,a_thrust_z,drag_x,drag_y,drag_z,drag_magnitude,rho,dynamic_pressure,thrust_factor,mass,fuel,kinetic_energy,potential_energy,total_energy,pos_error_x,pos_error_y,pos_error_z,pos_error_magnitude,correction_x,correction_y,correction_z,wind_x,wind_y,vel_rel_magnitude,phase
4.64,856.946,234.428,1268.23,668.22,1.99237,377.92,103.064,541.361,85.6819,23.3666,114.076,91.5242,24.9599,132.255,-5.84223,-1.5933,-8.36848,2855.37,1.05521,235592,1,276.425,129.425,6.17143e+07,3.4391e+06,6.51534e+07,54143.1,14765.6,-1268.23,56134.7,0,0,0,-0.0172908,-0.00730062,668.23,0
4.65,860.733,235.461,1273.66,669.664,1.9968,378.777,103.298,542.502,85.6876,23.3681,114.062,91.5531,24.9678,132.273,-5.86556,-1.59966,-8.40055,2865.9,1.05453,236461,1,276.37,129.37,6.19691e+07,3.45312e+06,6.54222e+07,54139.3,14764.5,-1273.66,56130.9,0,0,0,-0.0172908,-0.00730062,669.675,0
4.66,864.53,236.496,1279.09,671.109,2.00124,379.633,103.531,543.642,85.6932,23.3697,114.049,91.5821,24.9757,132.291,-5.88892,-1.60603,-8.43266,2876.44,1.05386,237330,1,276.315,129.315,6.22244e+07,3.46717e+06,6.56916e+07,54135.5,14763.5,-1279.09,56127.1,0,0,0,-0.0172908,-0.00730062,671.12,0
4.67,868.335,237.534,1284.54,672.554,2.00567,380.49,103.765,544.783,85.6987,23.3712,114.035,91.611,24.9836,132.31,-5.9123,-1.61241,-8.4648,2886.99,1.05318,238200,1,276.26,129.26,6.24801e+07,3.48124e+06,6.59614e+07,54131.7,14762.5,-1284.54,56123.2,0,0,0,-0.0172908,-0.00730062,672.565,0
4.68,872.148,238.574,1290,673.998,2.01011,381.347,103.999,545.923,85.7042,23.3727,114.021,91.64,24.9915,132.328,-5.93571,-1.61879,-8.49697,2897.54,1.05251,239071,1,276.205,129.205,6.27363e+07,3.49534e+06,6.62317e+07,54127.9,14761.4,-1290,56119.4,0,0,0,-0.0172908,-0.00730062,674.009,0
4.69,875.97,239.616,1295.47,675.443,2.01454,382.204,104.232,547.063,85.7097,23.3742,114.007,91.6689,24.9994,132.346,-5.95915,-1.62518,-8.52917,2908.1,1.05183,239943,1,276.15,129.15,6.2993e+07,3.50947e+06,6.65025e+07,54124,14760.4,-1295.47,56115.6,0,0,0,-0.0172908,-0.00730062,675.454,0
4.7,879.801,240.661,1300.95,676.887,2.01898,383.062,104.466,548.204,85.7152,23.3757,113.993,91.6978,25.0072,132.365,-5.98262,-1.63158,-8.56141,2918.67,1.05115,240815,1,276.095,129.095,6.32501e+07,3.52362e+06,6.67737e+07,54120.2,14759.3,-1300.95,56111.7,0,0,0,-0.0172908,-0.00730062,676.898,0
4.71,883.64,241.708,1306.45,678.332,2.02342,383.919,104.7,549.344,85.7206,23.3771,113.98,91.7267,25.0151,132.383,-6.00612,-1.63799,-8.59368,2929.25,1.05047,241687,1,276.04,129.04,6.35077e+07,3.53779e+06,6.70455e+07,54116.4,14758.3,-1306.45,56107.9,0,0,0,-0.0172908,-0.00730062,678.343,0
4.72,887.488,242.757,1311.95,679.776,2.02786,384.776,104.934,550.483,85.7259,23.3786,113.966,91.7556,25.023,132.402,-6.02964,-1.64441,-8.62597,2939.83,1.04979,242560,1,275.985,128.985,6.37657e+07,3.55199e+06,6.73177e+07,54112.5,14757.2,-1311.95,56104,0,0,0,-0.0172908,-0.00730062,679.787,0
4.73,891.344,243.809,1317.47,681.22,2.03229,385.633,105.167,551.623,85.7313,23.38,113.952,91.7844,25.0309,132.42,-6.05319,-1.65083,-8.6583,2950.42,1.04911,243434,1,275.93,128.93,6.40242e+07,3.56621e+06,6.75904e+07,54108.7,14756.2,-1317.47,56100.2,0,0,0,-0.0172908,-0.00730062,681.231,0
4.74,895.209,244.863,1322.99,682.664,2.03673,386.49,105.401,552.762,85.7365,23.3815,113.938,91.8133,25.0387,132.439,-6.07676,-1.65726,-8.69066,2961.02,1.04843,244308,1,275.875,128.875,6.42831e+07,3.58046e+06,6.78636e+07,54104.8,14755.1,-1322.99,56096.3,0,0,0,-0.0172908,-0.00730062,682.675,0
4.75,899.082,245.919,1328.53,684.108,2.04117,387.348,105.635,553.902,85.7418,23.3829,113.924,91.8422,25.0466,132.457,-6.10037,-1.66369,-8.72305,2971.62,1.04775,245183,1,275.82,128.82,6.45425e+07,3.59474e+06,6.81372e+07,54100.9,14754.1,-1328.53,56092.4,0,0,0,-0.0172908,-0.00730062,684.119,0
4.76,902.965,246.978,1334.08,685.552,2.04561,388.205,105.869,555.041,85.747,23.3843,113.91,91.871,25.0545,132.476,-6.124,-1.67014,-8.75547,2982.23,1.04706,246058,1,275.765,128.765,6.48023e+07,3.60903e+06,6.84113e+07,54097,14753,-1334.08,56088.5,0,0,0,-0.0172908,-0.00730062,685.563,0
4.77,906.855,248.039,1339.65,686.996,2.05006,389.063,106.103,556.18,85.7522,23.3858,113.897,91.8998,25.0623,132.495,-6.14765,-1.67659,-8.78792,2992.85,1.04638,246934,1,275.71,128.71,6.50626e+07,3.62336e+06,6.8686e+07,54093.1,14752,-1339.65,56084.6,0,0,0,-0.0172908,-0.00730062,687.007,0
4.78,910.754,249.103,1345.22,688.44,2.0545,389.92,106.337,557.319,85.7573,23.3872,113.883,91.9287,25.0702,132.513,-6.17133,-1.68305,-8.8204,3003.47,1.04569,247811,1,275.655,128.655,6.53233e+07,3.63771e+06,6.8961e+07,54089.2,14750.9,-1345.22,56080.7,0,0,0,-0.0172908,-0.00730062,688.451,0
4.79,914.662,250.168,1350.8,689.884,2.05894,390.778,106.57,558.458,85.7624,23.3885,113.869,91.9575,25.0781,132.532,-6.19504,-1.68951,-8.8529,3014.1,1.04501,248688,1,275.6,128.6,6.55845e+07,3.65208e+06,6.92366e+07,54085.3,14749.8,-1350.8,56076.8,0,0,0,-0.0172908,-0.00730062,689.895,0
4.8,918.578,251.236,1356.4,691.328,2.06338,391.635,106.804,559.597,85.7675,23.3899,113.855,91.9863,25.0859,132.55,-6.21878,-1.69599,-8.88544,3024.73,1.04432,249565,1,275.545,128.545,6.58461e+07,3.66648e+06,6.95126e+07,54081.4,14748.8,-1356.4,56072.9,0,0,0,-0.0172908,-0.00730062,691.339,0
4.81,922.503,252.307,1362.01,692.771,2.06783,392.493,107.038,560.735,85.7725,23.3913,113.841,92.0151,25.0938,132.569,-6.24254,-1.70247,-8.91801,3035.38,1.04363,250444,1,275.49,128.49,6.61082e+07,3.6809e+06,6.97891e+07,54077.5,14747.7,-1362.01,56068.9,0,0,0,-0.0172908,-0.00730062,692.782,0
4.82,926.437,253.379,1367.62,694.215,2.07227,393.351,107.272,561.874,85.7775,23.3927,113.827,92.0439,25.1016,132.588,-6.26632,-1.70895,-8.9506,3046.02,1.04294,251322,1,275.435,128.435,6.63708e+07,3.69535e+06,7.00661e+07,54073.6,14746.6,-1367.62,56065,0,0,0,-0.0172908,-0.00730062,694.226,0
4.83,930.379,254.454,1373.25,695.658,2.07671,394.209,107.506,563.012,85.7825,23.394,113.813,92.0726,25.1095,132.607,-6.29013,-1.71545,-8.98323,3056.68,1.04225,252201,1,275.38,128.38,6.66338e+07,3.70982e+06,7.03436e+07,54069.6,14745.5,-1373.25,56061,0,0,0,-0.0172908,-0.00730062,695.669,0
4.84,934.33,255.532,1378.9,697.102,2.08116,395.066,107.74,564.15,85.7874,23.3954,113.799,92.1014,25.1173,132.625,-6.31397,-1.72195,-9.01588,3067.34,1.04156,253081,1,275.325,128.325,6.68972e+07,3.72431e+06,7.06215e+07,54065.7,14744.5,-1378.9,56057.1,0,0,0,-0.0172908,-0.00730062,697.113,0
4.85,938.289,256.612,1384.55,698.545,2.08561,395.924,107.974,565.288,85.7923,23.3967,113.785,92.1302,25.1252,132.644,-6.33783,-1.72845,-9.04856,3078.01,1.04087,253961,1,275.27,128.27,6.71611e+07,3.73884e+06,7.08999e+07,54061.7,14743.4,-1384.55,56053.1,0,0,0,-0.0172908,-0.00730062,698.556,0
4.86,942.257,257.694,1390.21,699.988,2.09005,396.782,108.208,566.426,85.7972,23.398,113.772,92.1589,25.133,132.663,-6.36172,-1.73497,-9.08126,3088.68,1.04017,254842,1,275.215,128.215,6.74254e+07,3.75338e+06,7.11788e+07,54057.7,14742.3,-1390.21,56049.2,0,0,0,-0.0172908,-0.00730062,699.999,0
4.87,946.233,258.778,1395.89,701.431,2.0945,397.64,108.442,567.564,85.802,23.3993,113.758,92.1877,25.1408,132.682,-6.38563,-1.74149,-9.114,3099.36,1.03948,255723,1,275.16,128.16,6.76902e+07,3.76795e+06,7.14581e+07,54053.8,14741.2,-1395.89,56045.2,0,0,0,-0.0172908,-0.00730062,701.442,0
4.88,950.218,259.865,1401.58,702.874,2.09895,398.498,108.676,568.701,85.8068,23.4007,113.744,92.2164,25.1487,132.7,-6.40956,-1.74802,-9.14676,3110.04,1.03878,256604,1,275.105,128.105,6.79554e+07,3.78255e+06,7.17379e+07,54049.8,14740.1,-1401.58,56041.2,0,0,0,-0.0172908,-0.00730062,702.885,0
4.89,954.212,260.954,1407.27,704.317,2.1034,399.356,108.91,569.839,85.8116,23.402,113.73,92.2451,25.1565,132.719,-6.43352,-1.75455,-9.17955,3120.73,1.03809,257486,1,275.05,128.05,6.8221e+07,3.79717e+06,7.20182e+07,54045.8,14739,-1407.27,56037.2,0,0,0,-0.0172908,-0.00730062,704.328,0
4.9,958.214,262.045,1412.98,705.76,2.10785,400.214,109.144,570.976,85.8163,23.4032,113.716,92.2738,25.1643,132.738,-6.45751,-1.76109,-9.21237,3131.43,1.03739,258369,1,274.995,127.995,6.84872e+07,3.81181e+06,7.2299e+07,54041.8,14738,-1412.98,56033.2,0,0,0,-0.0172908,-0.00730062,705.771,0
4.91,962.225,263.139,1418.71,707.203,2.1123,401.073,109.378,572.113,85.821,23.4045,113.702,92.3025,25.1722,132.757,-6.48152,-1.76764,-9.24521,3142.13,1.03669,259251,1,274.94,127.94,6.87537e+07,3.82648e+06,7.25802e+07,54037.8,14736.9,-1418.71,56029.2,0,0,0,-0.0172908,-0.00730062,707.214,0
4.92,966.244,264.235,1424.44,708.646,2.11675,401.931,109.612,573.25,85.8257,23.4058,113.688,92.3312,25.18,132.776,-6.50555,-1.77419,-9.27808,3152.83,1.03599,260135,1,274.885,127.885,6.90207e+07,3.84117e+06,7.28619e+07,54033.8,14735.8,-1424.44,56025.2,0,0,0,-0.0172908,-0.00730062,708.657,0
4.93,970.272,265.334,1430.18,710.088,2.1212,402.789,109.846,574.387,85.8303,23.4071,113.674,92.3599,25.1878,132.795,-6.52961,-1.78075,-9.31098,3163.54,1.03529,261019,1,274.83,127.83,6.92882e+07,3.85589e+06,7.3144e+07,54029.7,14734.7,-1430.18,56021.1,0,0,0,-0.0172908,-0.00730062,710.099,0
4.94,974.308,266.435,1435.94,711.531,2.12565,403.647,110.08,575.524,85.8349,23.4083,113.66,92.3886,25.1956,132.814,-6.55369,-1.78732,-9.3439,3174.26,1.03459,261903,1,274.775,127.775,6.9556e+07,3.87063e+06,7.34267e+07,54025.7,14733.6,-1435.94,56017.1,0,0,0,-0.0172908,-0.00730062,711.542,0
4.95,978.353,267.538,1441.7,712.973,2.1301,404.506,110.314,576.66,85.8395,23.4096,113.646,92.4173,25.2034,132.833,-6.57779,-1.79389,-9.37685,3184.98,1.03389,262787,1,274.72,127.72,6.98244e+07,3.8854e+06,7.37098e+07,54021.6,14732.5,-1441.7,56013.1,0,0,0,-0.0172908,-0.00730062,712.984,0
4.96,982.407,268.643,1447.48,714.416,2.13456,405.364,110.548,577.797,85.844,23.4108,113.632,92.4459,25.2113,132.852,-6.60192,-1.80047,-9.40982,3195.71,1.03319,263672,1,274.665,127.665,7.00931e+07,3.90019e+06,7.39933e+07,54017.6,14731.4,-1447.48,56009,0,0,0,-0.0172908,-0.00730062,714.427,0
4.97,986.469,269.751,1453.27,715.858,2.13901,406.223,110.782,578.933,85.8485,23.412,113.618,92.4746,25.2191,132.871,-6.62607,-1.80706,-9.44282,3206.44,1.03248,264558,1,274.61,127.61,7.03624e+07,3.915e+06,7.42774e+07,54013.5,14730.2,-1453.27,56004.9,0,0,0,-0.0172908,-0.00730062,715.869,0
4.98,990.54,270.861,1459.07,717.3,2.14346,407.081,111.017,580.069,85.853,23.4132,113.604,92.5032,25.2269,132.89,-6.65024,-1.81365,-9.47584,3217.18,1.03178,265444,1,274.555,127.555,7.0632e+07,3.92984e+06,7.45619e+07,54009.5,14729.1,-1459.07,56000.9,0,0,0,-0.0172908,-0.00730062,717.311,0
4.99,994.619,271.974,1464.88,718.743,2.14792,407.94,111.251,581.205,85.8574,23.4144,113.59,92.5318,25.2347,132.909,-6.67444,-1.82025,-9.50889,3227.92,1.03107,266330,1,274.5,127.5,7.09021e+07,3.94471e+06,7.48468e+07,54005.4,14728,-1464.88,55996.8,0,0,0,-0.0172908,-0.00730062,718.754,0
5,998.707,273.089,1470.71,720.185,2.15238,408.798,111.485,582.341,85.8618,23.4156,113.576,92.5605,25.2425,132.928,-6.69865,-1.82686,-9.54197,3238.67,1.03037,267217,1,274.445,127.445,7.11727e+07,3.95959e+06,7.51322e+07,54001.3,14726.9,-1470.71,55992.7,0,0,0,-0.0172908,-0.00730062,720.196,0
5.01,1002.8,274.206,1476.54,721.627,2.15683,409.657,111.719,583.477,85.8662,23.4168,113.562,92.5891,25.2503,132.947,-6.7229,-1.83347,-9.57506,3249.42,1.02966,268104,1,274.39,127.39,7.14436e+07,3.97451e+06,7.54181e+07,53997.2,14725.8,-1476.54,55988.6,0,0,0,-0.0172908,-0.00730062,721.638,0
5.02,1006.91,275.325,1482.39,723.069,2.16129,410.515,111.953,584.613,85.8705,23.418,113.548,92.6177,25.2581,132.966,-6.74716,-1.84008,-9.60819,3260.17,1.02895,268991,1,274.335,127.335,7.1715e+07,3.98944e+06,7.57045e+07,53993.1,14724.7,-1482.39,55984.5,0,0,0,-0.0172908,-0.00730062,723.08,0
5.03,1011.02,276.447,1488.25,724.51,2.16575,411.374,112.187,585.748,85.8749,23.4192,113.534,92.6463,25.2659,132.985,-6.77145,-1.84671,-9.64133,3270.93,1.02824,269879,1,274.28,127.28,7.19869e+07,4.0044e+06,7.59913e+07,53989,14723.6,-1488.25,55980.4,0,0,0,-0.0172908,-0.00730062,724.521,0
5.04,1015.15,277.571,1494.11,725.952,2.17021,412.233,112.421,586.883,85.8791,23.4204,113.52,92.6749,25.2737,133.005,-6.79575,-1.85334,-9.6745,3281.7,1.02753,270767,1,274.225,127.225,7.22592e+07,4.01939e+06,7.62786e+07,53984.9,14722.4,-1494.11,55976.3,0,0,0,-0.0172908,-0.00730062,725.963,0
5.05,1019.28,278.698,1499.99,727.394,2.17466,413.092,112.656,588.019,85.8834,23.4215,113.506,92.7035,25.2815,133.024,-6.82008,-1.85997,-9.7077,3292.47,1.02682,271656,1,274.17,127.17,7.25319e+07,4.0344e+06,7.65663e+07,53980.7,14721.3,-1499.99,55972.2,0,0,0,-0.0172908,-0.00730062,727.405,0
5.06,1023.42,279.827,1505.89,728.835,2.17912,413.95,112.89,589.154,85.8876,23.4227,113.492,92.7321,25.2893,133.043,-6.84443,-1.86661,-9.74091,3303.24,1.02611,272544,1,274.115,127.115,7.28051e+07,4.04943e+06,7.68545e+07,53976.6,14720.2,-1505.89,55968.1,0,0,0,-0.0172908,-0.00730062,728.846,0
5.07,1027.56,280.958,1511.79,730.277,2.18358,414.809,113.124,590.289,85.8918,23.4238,113.478,92.7606,25.2971,133.062,-6.86881,-1.87326,-9.77415,3314.01,1.0254,273434,1,274.06,127.06,7.30787e+07,4.06449e+06,7.71432e+07,53972.4,14719,-1511.79,55963.9,0,0,0,-0.0172908,-0.00730062,730.288,0
5.08,1031.72,282.092,1517.7,731.718,2.18805,415.668,113.358,591.423,85.896,23.425,113.464,92.7892,25.3049,133.082,-6.8932,-1.87991,-9.80741,3324.8,1.02469,274323,1,274.005,127.005,7.33528e+07,4.07957e+06,7.74323e+07,53968.3,14717.9,-1517.7,55959.8,0,0,0,-0.0172908,-0.00730062,731.729,0
5.09,1035.89,283.228,1523.63,733.16,2.19251,416.527,113.593,592.558,85.9001,23.4261,113.45,92.8178,25.3127,133.101,-6.91762,-1.88657,-9.8407,3335.58,1.02397,275213,1,273.95,126.95,7.36272e+07,4.09468e+06,7.77219e+07,53964.1,14716.8,-1523.63,55955.6,0,0,0,-0.0172908,-0.00730062,733.171,0
5.1,1040.06,284.366,1529.57,734.601,2.19697,417.386,113.827,593.693,85.9042,23.4272,113.436,92.8463,25.3205,133.12,-6.94205,-1.89323,-9.87401,3346.37,1.02326,276103,1,273.895,126.895,7.39022e+07,4.10981e+06,7.8012e+07,53959.9,14715.6,-1529.57,55951.4,0,0,0,-0.0172908,-0.00730062,734.612,0
5.11,1044.24,285.506,1535.51,736.042,2.20143,418.245,114.061,594.827,85.9083,23.4283,113.422,92.8748,25.3282,133.139,-6.96651,-1.8999,-9.90733,3357.16,1.02254,276994,1,273.84,126.84,7.41775e+07,4.12496e+06,7.83025e+07,53955.8,14714.5,-1535.51,55947.3,0,0,0,-0.0172908,-0.00730062,736.053,0
5.12,1048.43,286.649,1541.47,737.483,2.2059,419.104,114.295,595.961,85.9124,23.4294,113.408,92.9034,25.336,133.159,-6.99099,-1.90658,-9.94069,3367.96,1.02183,277884,1,273.785,126.785,7.44533e+07,4.14014e+06,7.85934e+07,53951.6,14713.4,-1541.47,55943.1,0,0,0,-0.0172908,-0.00730062,737.494,0
5.13,1052.63,287.795,1547.44,738.924,2.21036,419.963,114.53,597.095,85.9164,23.4305,113.394,92.9319,25.3438,133.178,-7.01549,-1.91326,-9.97406,3378.76,1.02111,278775,1,273.73,126.73,7.47295e+07,4.15534e+06,7.88849e+07,53947.4,14712.2,-1547.44,55938.9,0,0,0,-0.0172908,-0.00730062,738.935,0
5.14,1056.84,288.942,1553.43,740.365,2.21483,420.823,114.764,598.229,85.9204,23.4316,113.38,92.9604,25.3516,133.197,-7.04,-1.91995,-10.0075,3389.56,1.02039,279667,1,273.675,126.675,7.50062e+07,4.17057e+06,7.91768e+07,53943.2,14711.1,-1553.43,55934.7,0,0,0,-0.0172908,-0.00730062,740.376,0
5.15,1061.06,290.092,1559.42,741.806,2.21929,421.682,114.998,599.363,85.9244,23.4327,113.366,92.9889,25.3593,133.217,-7.06454,-1.92664,-10.0409,3400.37,1.01967,280558,1,273.62,126.62,7.52833e+07,4.18582e+06,7.94691e+07,53938.9,14709.9,-1559.42,55930.5,0,0,0,-0.0172908,-0.00730062,741.817,0
5.16,1065.28,291.245,1565.43,743.247,2.22376,422.541,115.233,600.497,85.9283,23.4338,113.352,93.0174,25.3671,133.236,-7.0891,-1.93334,-10.0743,3411.18,1.01895,281450,1,273.565,126.565,7.55608e+07,4.20109e+06,7.97619e+07,53934.7,14708.8,-1565.43,55926.3,0,0,0,-0.0172908,-0.00730062,743.258,0
5.17,1069.52,292.399,1571.44,744.687,2.22823,423.4,115.467,601.63,85.9323,23.4349,113.338,93.0459,25.3749,133.256,-7.11368,-1.94004,-10.1078,3421.99,1.01823,282343,1,273.51,126.51,7.58388e+07,4.21639e+06,8.00551e+07,53930.5,14707.6,-1571.44,55922.1,0,0,0,-0.0172908,-0.00730062,744.698,0
5.18,1073.76,293.556,1577.47,746.128,2.23269,424.26,115.701,602.763,85.9361,23.4359,113.324,93.0744,25.3827,133.275,-7.13828,-1.94675,-10.1412,3432.81,1.01751,283235,1,273.455,126.455,7.61171e+07,4.23171e+06,8.03489e+07,53926.2,14706.4,-1577.47,55917.9,0,0,0,-0.0172908,-0.00730062,746.139,0
5.19,1078.01,294.716,1583.51,747.568,2.23716,425.119,115.936,603.897,85.94,23.437,113.31,93.1029,25.3904,133.295,-7.1629,-1.95346,-10.1747,3443.63,1.01679,284128,1,273.4,126.4,7.6396e+07,4.24706e+06,8.0643e+07,53922,14705.3,-1583.51,55913.6,0,0,0,-0.0172908,-0.00730062,747.579,0
5.2,1082.27,295.877,1589.56,749.009,2.24163,425.978,116.17,605.03,85.9439,23.438,113.296,93.1314,25.3982,133.314,-7.18754,-1.96018,-10.2083,3454.45,1.01606,285021,1,273.345,126.345,7.66752e+07,4.26242e+06,8.09376e+07,53917.7,14704.1,-1589.56,55909.4,0,0,0,-0.0172908,-0.00730062,749.02,0
5.21,1086.54,297.041,1595.62,750.449,2.2461,426.838,116.404,606.163,85.9477,23.4391,113.282,93.1599,25.406,133.334,-7.21219,-1.96691,-10.2418,3465.28,1.01534,285914,1,273.29,126.29,7.69549e+07,4.27782e+06,8.12327e+07,53913.5,14703,-1595.62,55905.1,0,0,0,-0.0172908,-0.00730062,750.46,0
5.22,1090.82,298.208,1601.69,751.889,2.25057,427.697,116.639,607.296,85.9515,23.4401,113.268,93.1883,25.4137,133.353,-7.23687,-1.97364,-10.2754,3476.11,1.01461,286808,1,273.235,126.235,7.7235e+07,4.29324e+06,8.15282e+07,53909.2,14701.8,-1601.69,55900.9,0,0,0,-0.0172908,-0.00730062,751.9,0
5.23,1095.1,299.377,1607.78,753.329,2.25504,428.557,116.873,608.428,85.9552,23.4411,113.254,93.2168,25.4215,133.373,-7.26156,-1.98037,-10.3089,3486.94,1.01389,287701,1,273.18,126.18,7.75156e+07,4.30868e+06,8.18242e+07,53904.9,14700.6,-1607.78,55896.6,0,0,0,-0.0172908,-0.00730062,753.34,0
5.24,1099.4,300.548,1613.87,754.77,2.25951,429.416,117.108,609.561,85.959,23.4421,113.24,93.2452,25.4292,133.392,-7.28628,-1.98711,-10.3425,3497.77,1.01316,288595,1,273.125,126.125,7.77965e+07,4.32414e+06,8.21207e+07,53900.6,14699.5,-1613.87,55892.3,0,0,0,-0.0172908,-0.00730062,754.781,0
5.25,1103.7,301.721,1619.98,756.21,2.26399,430.276,117.342,610.693,85.9627,23.4431,113.226,93.2737,25.437,133.412,-7.31101,-1.99386,-10.3761,3508.61,1.01243,289489,1,273.07,126.07,7.80779e+07,4.33963e+06,8.24176e+07,53896.3,14698.3,-1619.98,55888.1,0,0,0,-0.0172908,-0.00730062,756.22,0
5.26,1108.01,302.897,1626.1,757.649,2.26846,431.136,117.577,611.825,85.9664,23.4442,113.212,93.3021,25.4448,133.432,-7.33576,-2.00061,-10.4098,3519.45,1.0117,290384,1,273.015,126.015,7.83598e+07,4.35514e+06,8.27149e+07,53892,14697.1,-1626.1,55883.8,0,0,0,-0.0172908,-0.00730062,757.66,0
5.27,1112.33,304.075,1632.23,759.089,2.27293,431.995,117.811,612.958,85.97,23.4452,113.198,93.3305,25.4525,133.451,-7.36053,-2.00736,-10.4434,3530.29,1.01097,291278,1,272.96,125.96,7.8642e+07,4.37068e+06,8.30127e+07,53887.7,14695.9,-1632.23,55879.5,0,0,0,-0.0172908,-0.00730062,759.1,0
5.28,1116.66,305.255,1638.37,760.529,2.27741,432.855,118.045,614.09,85.9737,23.4461,113.184,93.359,25.4603,133.471,-7.38532,-2.01412,-10.4771,3541.14,1.01024,292173,1,272.905,125.905,7.89247e+07,4.38624e+06,8.33109e+07,53883.3,14694.7,-1638.37,55875.2,0,0,0,-0.0172908,-0.00730062,760.54,0
5.29,1121,306.438,1644.52,761.969,2.28188,433.715,118.28,615.221,85.9773,23.4471,113.17,93.3874,25.468,133.491,-7.41012,-2.02088,-10.5108,3551.98,1.00951,293068,1,272.85,125.85,7.92078e+07,4.40182e+06,8.36096e+07,53879,14693.6,-1644.52,55870.9,0,0,0,-0.0172908,-0.00730062,761.979,0
5.3,1125.34,307.623,1650.68,763.408,2.28636,434.575,118.514,616.353,85.9809,23.4481,113.156,93.4158,25.4758,133.51,-7.43494,-2.02765,-10.5445,3562.83,1.00878,293963,1,272.795,125.795,7.94913e+07,4.41743e+06,8.39088e+07,53874.7,14692.4,-1650.68,55866.5,0,0,0,-0.0172908,-0.00730062,763.419,0
5.31,1129.7,308.811,1656.86,764.847,2.29084,435.434,118.749,617.485,85.9844,23.4491,113.142,93.4442,25.4835,133.53,-7.45978,-2.03443,-10.5782,3573.68,1.00805,294858,1,272.74,125.74,7.97753e+07,4.43306e+06,8.42084e+07,53870.3,14691.2,-1656.86,55862.2,0,0,0,-0.0172908,-0.00730062,764.858,0
5.32,1134.06,310.001,1663.05,766.287,2.29531,436.294,118.983,618.616,85.988,23.45,113.128,93.4726,25.4913,133.55,-7.48464,-2.04121,-10.612,3584.54,1.00732,295754,1,272.685,125.685,8.00597e+07,4.44871e+06,8.45084e+07,53865.9,14690,-1663.05,55857.9,0,0,0,-0.0172908,-0.00730062,766.298,0
5.33,1138.43,311.193,1669.24,767.726,2.29979,437.154,119.218,619.747,85.9915,23.451,113.114,93.501,25.499,133.569,-7.50951,-2.04799,-10.6457,3595.39,1.00658,296650,1,272.63,125.63,8.03445e+07,4.46439e+06,8.48089e+07,53861.6,14688.8,-1669.24,55853.5,0,0,0,-0.0172908,-0.00730062,767.737,0
5.34,1142.81,312.387,1675.45,769.165,2.30427,438.014,119.452,620.879,85.995,23.452,113.1,93.5294,25.5067,133.589,-7.53441,-2.05478,-10.6795,3606.25,1.00585,297545,1,272.575,125.575,8.06298e+07,4.48009e+06,8.51099e+07,53857.2,14687.6,-1675.45,55849.2,0,0,0,-0.0172908,-0.00730062,769.176,0
5.35,1147.2,313.584,1681.67,770.604,2.30875,438.874,119.687,622.01,85.9985,23.4529,113.086,93.5578,25.5145,133.609,-7.55931,-2.06157,-10.7133,3617.11,1.00511,298441,1,272.52,125.52,8.09154e+07,4.49582e+06,8.54112e+07,53852.8,14686.4,-1681.67,55844.8,0,0,0,-0.0172908,-0.00730062,770.615,0
5.36,1151.6,314.783,1687.9,772.043,2.31323,439.734,119.921,623.14,86.0019,23.4538,113.072,93.5861,25.5222,133.629,-7.58424,-2.06837,-10.7471,3627.97,1.00437,299337,1,272.465,125.465,8.12015e+07,4.51157e+06,8.57131e+07,53848.4,14685.2,-1687.9,55840.4,0,0,0,-0.0172908,-0.00730062,772.054,0
5.37,1156,315.985,1694.15,773.482,2.31771,440.594,120.156,624.271,86.0053,23.4548,113.058,93.6145,25.53,133.649,-7.60918,-2.07517,-10.7809,3638.83,1.00364,300234,1,272.41,125.41,8.1488e+07,4.52734e+06,8.60154e+07,53844,14684,-1694.15,55836.1,0,0,0,-0.0172908,-0.00730062,773.493,0
5.38,1160.42,317.189,1700.4,774.921,2.32219,441.454,120.39,625.402,86.0087,23.4557,113.044,93.6429,25.5377,133.669,-7.63414,-2.08198,-10.8148,3649.7,1.0029,301130,1,272.355,125.355,8.1775e+07,4.54313e+06,8.63181e+07,53839.6,14682.8,-1700.4,55831.7,0,0,0,-0.0172908,-0.00730062,774.932,0
5.39,1164.84,318.395,1706.67,776.36,2.32668,442.314,120.625,626.532,86.0121,23.4566,113.03,93.6712,25.5454,133.688,-7.65911,-2.08879,-10.8486,3660.56,1.00216,302026,1,272.3,125.3,8.20623e+07,4.55895e+06,8.66213e+07,53835.2,14681.6,-1706.67,55827.3,0,0,0,-0.0172908,-0.00730062,776.371,0
5.4,1169.27,319.604,1712.94,777.798,2.33116,443.174,120.86,627.662,86.0155,23.4576,113.016,93.6996,25.5532,133.708,-7.6841,-2.0956,-10.8825,3671.43,1.00142,302923,1,272.245,125.245,8.23501e+07,4.57479e+06,8.69249e+07,53830.7,14680.4,-1712.94,55822.9,0,0,0,-0.0172908,-0.00730062,777.809,0
