t,x,y,z,speed,mach,vx,vy,vz,ax,ay,az,a_thrust_x,a_thrust_y,a_thrust_z,drag_x,drag_y,drag_z,drag_magnitude,rho,dynamic_pressure,thrust_factor,mass,fuel,kinetic_energy,potential_energy,total_energy,pos_error_x,pos_error_y,pos_error_z,pos_error_magnitude,correction_x,correction_y,correction_z,wind_x,wind_y,vel_rel_magnitude,phase
0,1,1,1,0,0,0,0,0,71.8783,19.6022,119.234,71.8783,19.6022,129.044,-7.97781e-09,-3.36843e-09,-0,2.61478e-06,1.22486,0.000215741,1,301.945,154.945,0,2962.08,2962.08,54999,14999,-1,57007.5,0,0,0,-0.0172908,-0.00730062,0.0187689,0
0.01,1.00719,1.00196,1.01192,1.40596,0.00413169,0.718783,0.196022,1.19234,71.8914,19.6058,119.257,71.8914,19.6058,129.067,-2.56251e-05,-7.07834e-06,-4.15091e-05,0.0148809,1.22485,1.2278,1,301.89,154.89,298.379,2996.85,3295.23,54999,14999,-1.01192,57007.5,0,0,0,-0.0172908,-0.00730062,1.41591,0
0.02,1.02156,1.00588,1.03577,2.8122,0.00826417,1.4377,0.39208,2.38491,71.9044,19.6093,119.28,71.9045,19.6094,129.091,-0.000100976,-2.7717e-05,-0.000165512,0.0591155,1.22485,4.87752,1,301.835,154.835,1193.53,3066.92,4260.45,54999,14999,-1.03577,57007.5,0,0,0,-0.0172908,-0.00730062,2.8221,0
0.03,1.04313,1.01176,1.07155,4.21871,0.0123975,2.15674,0.588174,3.57771,71.9174,19.6129,119.304,71.9176,19.6129,129.114,-0.000226113,-6.19331e-05,-0.000372104,0.132723,1.22485,10.9507,1,301.78,154.78,2685.46,3172.28,5857.74,54999,14999,-1.07155,57007.5,0,0,0,-0.0172908,-0.00730062,4.22859,0
0.04,1.07189,1.01961,1.11926,5.62548,0.0165315,2.87592,0.784303,4.77075,71.9303,19.6164,119.327,71.9307,19.6165,129.138,-0.00040109,-0.000109741,-0.000661376,0.235719,1.22484,19.4488,1,301.725,154.725,4774.2,3312.91,8087.11,54998.9,14999,-1.11926,57007.5,0,0,0,-0.0172908,-0.00730062,5.63536,0
0.05,1.10784,1.02941,1.1789,7.03252,0.0206664,3.59522,0.980467,5.96402,71.9432,19.6199,119.35,71.9439,19.6201,129.161,-0.000625959,-0.000171156,-0.00103342,0.36812,1.22483,30.373,1,301.67,154.67,7459.75,3488.81,10948.6,54998.9,14999,-1.1789,57007.4,0,0,0,-0.0172908,-0.00730062,7.0424,0
0.06,1.15099,1.04118,1.25047,8.43983,0.0248021,4.31465,1.17667,7.15752,71.9561,19.6234,119.373,71.957,19.6237,129.185,-0.000900775,-0.000246191,-0.00148832,0.529942,1.22482,43.7246,1,301.615,154.615,10742.1,3699.95,14442.1,54998.8,14999,-1.25047,57007.4,0,0,0,-0.0172908,-0.00730062,8.44971,0
0.07,1.20133,1.05491,1.33398,9.84741,0.0289385,5.03421,1.3729,8.35125,71.9689,19.6269,119.396,71.9701,19.6273,129.208,-0.00122559,-0.000334862,-0.00202617,0.721198,1.22481,59.5048,1,301.56,154.56,14621.4,3946.33,18567.7,54998.8,14998.9,-1.33398,57007.3,0,0,0,-0.0172908,-0.00730062,9.85728,0
0.08,1.25887,1.0706,1.42944,11.2553,0.0330758,5.7539,1.56917,9.54521,72.0685,19.6541,119.367,72.0701,19.6545,129.18,-0.00160045,-0.000437183,-0.00264705,0.941906,1.22479,77.715,1,301.505,154.505,19097.4,4227.94,23325.4,54998.7,14998.9,-1.42944,57007.3,0,0,0,-0.0172908,-0.00730062,11.2651,0
0.09,1.32362,1.08825,1.53683,12.6634,0.0372139,6.47459,1.76571,10.7389,72.1666,19.6808,119.339,72.1686,19.6814,129.152,-0.00202569,-0.000553242,-0.00335091,1.19208,1.22478,98.3568,1,301.45,154.45,24170.5,4544.74,28715.2,54998.7,14998.9,-1.53683,57007.2,0,0,0,-0.0172908,-0.00730062,12.6733,0
0.1,1.39558,1.10788,1.65615,14.0718,0.041353,7.19625,1.96252,11.9323,72.2633,19.7072,119.311,72.2658,19.7079,129.125,-0.00250145,-0.000683077,-0.00413777,1.47175,1.22476,121.432,1,301.395,154.395,29840.6,4896.71,34737.3,54998.6,14998.9,-1.65615,57007.1,0,0,0,-0.0172908,-0.00730062,14.0817,0
0.11,1.47477,1.12948,1.7874,15.4806,0.0454929,7.91889,2.15959,13.1254,72.3586,19.7332,119.284,72.3617,19.734,129.099,-0.00302786,-0.000826726,-0.00500768,1.78092,1.22474,146.941,1,301.34,154.34,36107.8,5283.82,41391.6,54998.5,14998.9,-1.7874,57007.1,0,0,0,-0.0172908,-0.00730062,15.4904,0
0.12,1.56119,1.15305,1.93058,16.8896,0.0496337,8.64247,2.35692,14.3182,72.4528,19.7589,119.257,72.4564,19.7599,129.073,-0.00360506,-0.000984225,-0.00596067,2.11961,1.22472,174.886,1,301.285,154.285,42972.1,5706.05,48678.1,54998.4,14998.8,-1.93058,57007,0,0,0,-0.0172908,-0.00730062,16.8995,0
0.13,1.65486,1.17859,2.08569,18.2989,0.0537754,9.367,2.55451,15.5108,72.5459,19.7843,119.231,72.5501,19.7854,129.048,-0.00423317,-0.00115561,-0.00699678,2.48784,1.2247,205.267,1,301.23,154.23,50433.6,6163.36,56596.9,54998.3,14998.8,-2.08569,57006.9,0,0,0,-0.0172908,-0.00730062,18.3088,0
0.14,1.75579,1.20611,2.25272,19.7086,0.057918,10.0925,2.75236,16.7031,72.6379,19.8094,119.206,72.6428,19.8107,129.024,-0.00491233,-0.00134092,-0.00811604,2.88561,1.22468,238.087,1,301.175,154.175,58492.3,6655.73,65148,54998.2,14998.8,-2.25272,57006.8,0,0,0,-0.0172908,-0.00730062,19.7184,0
0.15,1.86398,1.23562,2.43168,21.1185,0.0620615,10.8188,2.95045,17.8952,72.7289,19.8342,119.181,72.7345,19.8357,129,-0.00564267,-0.00154018,-0.0093185,3.31295,1.22465,273.346,1,301.12,154.12,67148.2,7183.14,74331.3,54998.1,14998.8,-2.43168,57006.6,0,0,0,-0.0172908,-0.00730062,21.1283,0
0.16,1.97944,1.26711,2.62254,22.5287,0.0662058,11.5461,3.14879,19.087,72.8189,19.8587,119.156,72.8254,19.8605,128.977,-0.00642431,-0.00175344,-0.0106042,3.76987,1.22462,311.046,1,301.065,154.065,76401.3,7745.55,84146.9,54998,14998.7,-2.62254,57006.5,0,0,0,-0.0172908,-0.00730062,22.5385,0
0.17,2.10218,1.30058,2.82533,23.9391,0.070351,12.2743,3.34738,20.2785,72.9081,19.8831,119.132,72.9153,19.885,128.954,-0.00725739,-0.00198072,-0.0119731,4.25638,1.22459,351.187,1,301.01,154.01,86251.8,8342.94,94594.8,54997.9,14998.7,-2.82533,57006.4,0,0,0,-0.0172908,-0.00730062,23.949,0
0.18,2.23221,1.33604,3.04003,25.3499,0.0744971,13.0034,3.54621,21.4699,72.9963,19.9071,119.108,73.0044,19.9093,128.931,-0.00814201,-0.00222206,-0.0134254,4.7725,1.22456,393.77,1,300.955,153.955,96699.6,8975.28,105675,54997.8,14998.7,-3.04003,57006.3,0,0,0,-0.0172908,-0.00730062,25.3598,0
0.19,2.36955,1.3735,3.26664,26.761,0.0786441,13.7334,3.74528,22.6609,73.0837,19.9309,119.084,73.0928,19.9334,128.909,-0.00907832,-0.00247749,-0.014961,5.31823,1.22453,438.798,1,300.9,153.9,107745,9642.56,117387,54997.6,14998.6,-3.26664,57006.1,0,0,0,-0.0172908,-0.00730062,26.7709,0
0.2,2.51419,1.41294,3.50516,28.1723,0.0827919,14.4642,3.94459,23.8518,73.1702,19.9545,119.061,73.1803,19.9573,128.887,-0.0100664,-0.00274705,-0.0165799,5.89359,1.22449,486.27,1,300.845,153.845,119387,10344.7,129732,54997.5,14998.6,-3.50516,57006,0,0,0,-0.0172908,-0.00730062,28.1822,0
0.21,2.66615,1.45438,3.75558,29.5839,0.0869405,15.1959,4.14413,25.0424,73.2559,19.9779,119.038,73.267,19.981,128.866,-0.0111064,-0.00303077,-0.0182823,6.4986,1.22446,536.188,1,300.79,153.79,131627,11081.8,142709,54997.3,14998.5,-3.75558,57005.8,0,0,0,-0.0172908,-0.00730062,29.5939,0
0.22,2.82543,1.49782,4.01791,30.9959,0.0910901,15.9285,4.34391,26.2328,73.3409,20.0011,119.015,73.3531,20.0044,128.845,-0.0121985,-0.00332868,-0.0200681,7.13326,1.22442,588.553,1,300.735,153.735,144464,11853.7,156318,54997.2,14998.5,-4.01791,57005.7,0,0,0,-0.0172908,-0.00730062,31.0058,0
0.23,2.99205,1.54326,4.29214,32.408,0.0952405,16.6619,4.54392,27.4229,73.425,20.024,118.993,73.4384,20.0277,128.825,-0.0133427,-0.00364082,-0.0219373,7.79759,1.22438,643.366,1,300.68,153.68,157899,12660.4,170560,54997,14998.5,-4.29214,57005.5,0,0,0,-0.0172908,-0.00730062,32.418,0
0.24,3.16601,1.5907,4.57826,33.8205,0.0993918,17.3961,4.74417,28.6128,73.5084,20.0468,118.971,73.523,20.0507,128.805,-0.0145392,-0.00396721,-0.0238901,8.4916,1.22434,700.627,1,300.625,153.625,171931,13501.9,185433,54996.8,14998.4,-4.57826,57005.3,0,0,0,-0.0172908,-0.00730062,33.8304,0
0.25,3.34733,1.64015,4.87629,35.2332,0.103544,18.1312,4.94463,29.8025,73.5911,20.0693,118.949,73.6069,20.0736,128.785,-0.0157881,-0.00430788,-0.0259264,9.2153,1.2243,760.338,1,300.57,153.57,186561,14378.2,200939,54996.7,14998.4,-4.87629,57005.1,0,0,0,-0.0172908,-0.00730062,35.2432,0
0.26,3.536,1.6916,5.18621,36.6463,0.107697,18.8671,5.14533,30.992,73.673,20.0917,118.928,73.6901,20.0963,128.766,-0.0170895,-0.00466287,-0.0280463,9.9687,1.22425,822.5,1,300.515,153.515,201788,15289.2,217077,54996.5,14998.3,-5.18621,57004.9,0,0,0,-0.0172908,-0.00730062,36.6562,0
0.27,3.73204,1.74506,5.50802,38.0596,0.111851,19.6038,5.34624,32.1813,73.7542,20.1138,118.907,73.7727,20.1188,128.747,-0.0184434,-0.00503221,-0.0302497,10.7518,1.22421,887.113,1,300.46,153.46,217613,16235,233848,54996.3,14998.3,-5.50802,57004.7,0,0,0,-0.0172908,-0.00730062,38.0695,0
0.28,3.93545,1.80054,5.84173,39.4731,0.116005,20.3414,5.54738,33.3704,73.8348,20.1358,118.886,73.8546,20.1412,128.728,-0.0198501,-0.00541593,-0.0325368,11.5646,1.22416,954.178,1,300.405,153.405,234035,17215.4,251250,54996.1,14998.2,-5.84173,57004.5,0,0,0,-0.0172908,-0.00730062,39.4831,0
0.29,4.14625,1.85803,6.18732,40.887,0.120161,21.0797,5.74874,34.5592,73.9146,20.1575,118.865,73.9359,20.1634,128.71,-0.0213097,-0.00581406,-0.0349076,12.4072,1.22411,1023.7,1,300.35,153.35,251054,18230.5,269285,54995.9,14998.1,-6.18732,57004.3,0,0,0,-0.0172908,-0.00730062,40.8969,0
0.3,4.36444,1.91753,6.5448,42.3011,0.124317,21.8189,5.95031,35.7479,73.9938,20.1791,118.845,74.0166,20.1854,128.692,-0.0228221,-0.00622662,-0.037362,13.2795,1.22406,1095.67,1,300.295,153.295,268671,19280.3,287951,54995.6,14998.1,-6.5448,57004.1,0,0,0,-0.0172908,-0.00730062,42.311,0
0.31,4.59002,1.97905,6.91416,43.7155,0.128474,22.5588,6.15211,36.9363,74.0723,20.2005,118.825,74.0966,20.2072,128.675,-0.0243876,-0.00665365,-0.0399002,14.1815,1.224,1170.09,1,300.24,153.24,286886,20364.7,307250,54995.4,14998,-6.91416,57003.8,0,0,0,-0.0172908,-0.00730062,43.7254,0
0.32,4.82302,2.04259,7.29541,45.1301,0.132633,23.2995,6.35411,38.1246,74.1501,20.2218,118.805,74.1761,20.2289,128.657,-0.0260063,-0.00709517,-0.0425221,15.1133,1.22395,1246.98,1,300.185,153.185,305698,21483.6,327181,54995.2,14998,-7.29541,57003.6,0,0,0,-0.0172908,-0.00730062,45.1401,0
0.33,5.06343,2.10815,7.68853,46.545,0.136791,24.041,6.55633,39.3126,74.2273,20.2428,118.785,74.255,20.2504,128.641,-0.0276782,-0.00755122,-0.0452278,16.0749,1.22389,1326.31,1,300.13,153.13,325107,22637.2,347744,54994.9,14997.9,-7.68853,57003.3,0,0,0,-0.0172908,-0.00730062,46.555,0
0.34,5.31126,2.17574,8.09354,47.9602,0.140951,24.7833,6.75876,40.5005,74.3039,20.2637,118.766,74.3333,20.2717,128.624,-0.0294035,-0.00802181,-0.0480172,17.0663,1.22383,1408.11,1,300.075,153.075,345114,23825.2,368939,54994.7,14997.8,-8.09354,57003.1,0,0,0,-0.0172908,-0.00730062,47.9702,0
0.35,5.56653,2.24536,8.51042,49.3757,0.145112,25.5264,6.96139,41.6882,74.3798,20.2844,118.747,74.411,20.2929,128.608,-0.0311822,-0.00850699,-0.0508905,18.0874,1.22377,1492.36,1,300.02,153.02,365718,25047.8,390766,54994.4,14997.8,-8.51042,57002.8,0,0,0,-0.0172908,-0.00730062,49.3857,0
0.36,5.82923,2.317,8.93918,50.7914,0.149273,26.2702,7.16424,42.8756,74.4552,20.305,118.728,74.4882,20.314,128.592,-0.0330145,-0.00900677,-0.0538477,19.1383,1.22371,1579.07,1,299.965,152.965,386920,26304.9,413225,54994.2,14997.7,-8.93918,57002.5,0,0,0,-0.0172908,-0.00730062,50.8014,0
0.37,6.09937,2.39067,9.37981,52.2074,0.153435,27.0147,7.36729,44.0629,74.5299,20.3254,118.709,74.5648,20.3349,128.576,-0.0349005,-0.00952119,-0.0568888,20.219,1.22365,1668.23,1,299.91,152.91,408719,27596.5,436315,54993.9,14997.6,-9.37981,57002.3,0,0,0,-0.0172908,-0.00730062,52.2174,0
0.38,6.37697,2.46638,9.83231,53.6236,0.157599,27.76,7.57054,45.25,74.6041,20.3456,118.691,74.6409,20.3556,128.561,-0.0368402,-0.0100503,-0.0600137,21.3295,1.22358,1759.86,1,299.855,152.855,431115,28922.5,460038,54993.6,14997.5,-9.83231,57002,0,0,0,-0.0172908,-0.00730062,53.6336,0
0.39,6.66203,2.54412,10.2967,55.0401,0.161762,28.506,7.774,46.4369,74.6776,20.3656,118.673,74.7164,20.3762,128.546,-0.0388338,-0.010594,-0.0632226,22.4698,1.22352,1853.94,1,299.8,152.8,454109,30282.9,484392,54993.3,14997.5,-10.2967,57001.7,0,0,0,-0.0172908,-0.00730062,55.0501,0
0.4,6.95456,2.62389,10.7729,56.4569,0.165927,29.2528,7.97765,47.6236,74.7506,20.3855,118.655,74.7915,20.3967,128.531,-0.0408813,-0.0111525,-0.0665155,23.6399,1.22345,1950.49,1,299.745,152.745,477701,31677.7,509378,54993,14997.4,-10.7729,57001.4,0,0,0,-0.0172908,-0.00730062,56.4669,0
0.41,7.25457,2.70571,11.261,57.8739,0.170093,30.0003,8.18151,48.8102,74.823,20.4053,118.637,74.866,20.417,128.517,-0.0429828,-0.0117257,-0.0698923,24.8399,1.22338,2049.49,1,299.69,152.69,501889,33106.9,534996,54992.7,14997.3,-11.261,57001.1,0,0,0,-0.0172908,-0.00730062,57.8839,0
0.42,7.56205,2.78956,11.761,59.2912,0.174259,30.7486,8.38556,49.9965,74.8948,20.4249,118.619,74.94,20.4372,128.503,-0.0451385,-0.0123137,-0.0733531,26.0696,1.22331,2150.96,1,299.635,152.635,526675,34570.4,561246,54992.4,14997.2,-11.761,57000.7,0,0,0,-0.0172908,-0.00730062,59.3012,0
0.43,7.87703,2.87546,12.2728,60.7087,0.178426,31.4975,8.58981,51.1827,74.9661,20.4443,118.602,75.0135,20.4572,128.489,-0.0473485,-0.0129165,-0.076898,27.3292,1.22323,2254.89,1,299.58,152.58,552058,36068.3,588127,54992.1,14997.1,-12.2728,57000.4,0,0,0,-0.0172908,-0.00730062,60.7187,0
0.44,8.1995,2.9634,12.7965,62.1265,0.182594,32.2472,8.79425,52.3688,75.0369,20.4636,118.585,75.0865,20.4771,128.475,-0.0496127,-0.0135341,-0.0805269,28.6186,1.22316,2361.27,1,299.525,152.525,578039,37600.5,615639,54991.8,14997,-12.7965,57000.1,0,0,0,-0.0172908,-0.00730062,62.1365,0
0.45,8.52947,3.05339,13.332,63.5446,0.186763,32.9975,8.99889,53.5546,75.107,20.4827,118.568,75.159,20.4969,128.462,-0.0519314,-0.0141665,-0.0842399,29.9379,1.22308,2470.12,1,299.47,152.47,604617,39166.9,643784,54991.5,14996.9,-13.332,56999.7,0,0,0,-0.0172908,-0.00730062,63.5546,0
0.46,8.86696,3.14543,13.8794,64.9629,0.190933,33.7486,9.20372,54.7403,75.1767,20.5017,118.551,75.231,20.5166,128.449,-0.0543046,-0.0148138,-0.088037,31.287,1.223,2581.44,1,299.415,152.415,631792,40767.5,672559,54991.1,14996.9,-13.8794,56999.4,0,0,0,-0.0172908,-0.00730062,64.9729,0
0.47,9.21196,3.23952,14.4387,66.3814,0.195104,34.5004,9.40873,55.9258,75.2458,20.5206,118.534,75.3026,20.5361,128.436,-0.0567323,-0.015476,-0.0919182,32.6659,1.22292,2695.21,1,299.36,152.36,659564,42402.4,701966,54990.8,14996.8,-14.4387,56999,0,0,0,-0.0172908,-0.00730062,66.3914,0
0.48,9.56449,3.33566,15.0098,67.8002,0.199275,35.2528,9.61394,57.1111,75.3144,20.5393,118.518,75.3737,20.5555,128.423,-0.0592148,-0.016153,-0.0958835,34.0747,1.22284,2811.45,1,299.305,152.305,687933,44071.5,732005,54990.4,14996.7,-15.0098,56998.7,0,0,0,-0.0172908,-0.00730062,67.8102,0
0.49,9.92455,3.43385,15.5928,69.2193,0.203447,36.006,9.81933,58.2963,75.3825,20.5579,118.501,75.4443,20.5747,128.411,-0.061752,-0.0168451,-0.099933,35.5134,1.22275,2930.15,1,299.25,152.25,716899,45774.8,762674,54990.1,14996.6,-15.5928,56998.3,0,0,0,-0.0172908,-0.00730062,69.2293,0
0.5,10.2921,3.5341,16.1876,70.6386,0.20762,36.7598,10.0249,59.4813,75.4501,20.5763,118.485,75.5145,20.5939,128.399,-0.064344,-0.017552,-0.104067,36.9819,1.22267,3051.31,1,299.195,152.195,746463,47512.2,793975,54989.7,14996.5,-16.1876,56997.9,0,0,0,-0.0172908,-0.00730062,70.6486,0
0.51,10.6673,3.63641,16.7942,72.0581,0.211794,37.5143,10.2307,60.6662,75.5172,20.5946,118.469,75.5842,20.6129,128.388,-0.066991,-0.018274,-0.108284,38.4802,1.22258,3174.94,1,299.14,152.14,776623,49283.8,825907,54989.3,14996.4,-16.7942,56997.5,0,0,0,-0.0172908,-0.00730062,72.0682,0
0.52,11.05,3.74077,17.4128,73.4779,0.215968,38.2695,10.4366,61.8509,75.5838,20.6128,118.454,75.6535,20.6318,128.376,-0.069693,-0.019011,-0.112586,40.0084,1.22249,3301.02,1,299.085,152.085,807380,51089.4,858470,54989,14996.3,-17.4128,56997.1,0,0,0,-0.0172908,-0.00730062,73.488,0
0.53,11.4402,3.8472,18.0431,74.898,0.220144,39.0253,10.6427,63.0354,75.6499,20.6308,118.438,75.7223,20.6505,128.365,-0.0724501,-0.019763,-0.116973,41.5665,1.2224,3429.58,1,299.03,152.03,838735,52929.2,891664,54988.6,14996.2,-18.0431,56996.7,0,0,0,-0.0172908,-0.00730062,74.908,0
0.54,11.8381,3.95569,18.6853,76.3182,0.22432,39.7818,10.8491,64.2198,75.7155,20.6487,118.423,75.7907,20.6692,128.354,-0.0752624,-0.02053,-0.121443,43.1544,1.22231,3560.59,1,298.975,151.975,870686,54803,925489,54988.2,14996,-18.6853,56996.3,0,0,0,-0.0172908,-0.00730062,76.3283,0
0.55,12.2434,4.06625,19.3393,77.7388,0.228497,40.539,11.0555,65.404,75.7806,20.6664,118.407,75.8587,20.6877,128.343,-0.0781299,-0.0213121,-0.125998,44.7722,1.22222,3694.07,1,298.92,151.92,903234,56710.8,959945,54987.8,14995.9,-19.3393,56995.9,0,0,0,-0.0172908,-0.00730062,77.7488,0
0.56,12.6564,4.17887,20.0052,79.1595,0.232675,41.2968,11.2622,66.5881,75.8453,20.6841,118.392,75.9263,20.7062,128.333,-0.0810528,-0.0221093,-0.130637,46.4198,1.22212,3830.02,1,298.865,151.865,936379,58652.6,995031,54987.3,14995.8,-20.0052,56995.5,0,0,0,-0.0172908,-0.00730062,79.1696,0
0.57,13.077,4.29356,20.6829,80.5805,0.236853,42.0552,11.469,67.772,75.9095,20.7016,118.377,75.9935,20.7245,128.323,-0.084031,-0.0229216,-0.13536,48.0973,1.22202,3968.42,1,298.81,151.81,970120,60628.5,1.03075e+06,54986.9,14995.7,-20.6829,56995,0,0,0,-0.0172908,-0.00730062,80.5906,0
0.58,13.5051,4.41032,21.3725,82.0018,0.241033,42.8143,11.6761,68.9558,75.9732,20.7189,118.363,76.0602,20.7427,128.313,-0.0870648,-0.023749,-0.140168,49.8047,1.22192,4109.3,1,298.755,151.755,1.00446e+06,62638.3,1.0671e+06,54986.5,14995.6,-21.3725,56994.6,0,0,0,-0.0172908,-0.00730062,82.0119,0
0.59,13.9409,4.52915,22.0739,83.4233,0.245213,43.574,11.8833,70.1394,76.0364,20.7362,118.348,76.1266,20.7608,128.303,-0.0901541,-0.0245916,-0.14506,51.5419,1.22182,4252.63,1,298.7,151.7,1.03939e+06,64682,1.10407e+06,54986.1,14995.5,-22.0739,56994.1,0,0,0,-0.0172908,-0.00730062,83.4334,0
0.6,14.3842,4.65006,22.7871,84.845,0.249394,44.3344,12.0906,71.3229,76.0993,20.7533,118.333,76.1926,20.7788,128.293,-0.0932991,-0.0254494,-0.150036,53.309,1.22172,4398.43,1,298.645,151.645,1.07492e+06,66759.6,1.14168e+06,54985.6,14995.3,-22.7871,56993.7,0,0,0,-0.0172908,-0.00730062,84.8551,0
0.61,14.8351,4.77304,23.5122,86.267,0.253576,45.0954,12.2981,72.5062,76.1616,20.7703,118.319,76.2581,20.7967,128.284,-0.0964997,-0.0263224,-0.155097,55.1059,1.22162,4546.69,1,298.59,151.59,1.11105e+06,68871.2,1.17992e+06,54985.2,14995.2,-23.5122,56993.2,0,0,0,-0.0172908,-0.00730062,86.277,0
0.62,15.2937,4.8981,24.2491,87.6892,0.257758,45.857,12.5059,73.6894,76.2236,20.7872,118.305,76.3233,20.8144,128.275,-0.0997562,-0.0272105,-0.160242,56.9327,1.22151,4697.41,1,298.535,151.535,1.14778e+06,71016.6,1.21879e+06,54984.7,14995.1,-24.2491,56992.7,0,0,0,-0.0172908,-0.00730062,87.6992,0
0.63,15.7599,5.02523,24.9978,89.1116,0.261942,46.6193,12.7137,74.8724,76.285,20.804,118.291,76.3881,20.8321,128.266,-0.103069,-0.0281139,-0.165471,58.7893,1.2214,4850.6,1,298.48,151.48,1.1851e+06,73195.8,1.25829e+06,54984.2,14995,-24.9978,56992.2,0,0,0,-0.0172908,-0.00730062,89.1217,0
0.64,16.2337,5.15445,25.7584,90.5343,0.266126,47.3821,12.9218,76.0554,76.3461,20.8206,118.277,76.4525,20.8497,128.258,-0.106437,-0.0290326,-0.170785,60.6758,1.22129,5006.25,1,298.425,151.425,1.22301e+06,75408.9,1.29842e+06,54983.8,14994.8,-25.7584,56991.8,0,0,0,-0.0172908,-0.00730062,90.5444,0
0.65,16.7152,5.28575,26.5307,91.9572,0.270311,48.1456,13.13,77.2381,76.4067,20.8372,118.263,76.5166,20.8671,128.249,-0.109861,-0.0299665,-0.176183,62.5921,1.22118,5164.37,1,298.37,151.37,1.26153e+06,77655.7,1.33918e+06,54983.3,14994.7,-26.5307,56991.3,0,0,0,-0.0172908,-0.00730062,91.9673,0
0.66,17.2043,5.41914,27.315,93.3803,0.274497,48.9096,13.3383,78.4208,76.4669,20.8536,118.25,76.5803,20.8845,128.241,-0.113341,-0.0309157,-0.181665,64.5383,1.22107,5324.94,1,298.315,151.315,1.30064e+06,79936.4,1.38057e+06,54982.8,14994.6,-27.315,56990.8,0,0,0,-0.0172908,-0.00730062,93.3904,0
0.67,17.701,5.5546,28.111,94.8036,0.278683,49.6743,13.5469,79.6032,76.5267,20.8699,118.236,76.6436,20.9018,128.233,-0.116878,-0.0318803,-0.187232,66.5143,1.22096,5487.98,1,298.26,151.26,1.34034e+06,82250.8,1.42259e+06,54982.3,14994.4,-28.111,56990.2,0,0,0,-0.0172908,-0.00730062,94.8138,0
0.68,18.2054,5.69216,28.9188,96.2272,0.28287,50.4396,13.7556,80.7856,76.5861,20.8861,118.223,76.7065,20.9189,128.226,-0.12047,-0.0328601,-0.192883,68.5202,1.22084,5653.48,1,298.205,151.205,1.38064e+06,84598.9,1.46524e+06,54981.8,14994.3,-28.9188,56989.7,0,0,0,-0.0172908,-0.00730062,96.2373,0
0.69,18.7175,5.8318,29.7385,97.6511,0.287059,51.2054,13.9644,81.9678,76.645,20.9022,118.209,76.7691,20.936,128.218,-0.124119,-0.0338553,-0.198619,70.5559,1.22072,5821.44,1,298.15,151.15,1.42154e+06,86980.8,1.50852e+06,54981.3,14994.2,-29.7385,56989.2,0,0,0,-0.0172908,-0.00730062,97.6612,0
0.7,19.2372,5.97354,30.57,99.0751,0.291247,51.9719,14.1735,83.1499,76.7036,20.9181,118.196,76.8314,20.953,128.211,-0.127824,-0.0348659,-0.204439,72.6214,1.2206,5991.86,1,298.095,151.095,1.46303e+06,89396.3,1.55243e+06,54980.8,14994,-30.57,56988.6,0,0,0,-0.0172908,-0.00730062,99.0852,0
0.71,19.7646,6.11737,31.4133,100.499,0.295437,52.7389,14.3826,84.3319,76.7617,20.934,118.183,76.8933,20.9699,128.204,-0.131586,-0.0358918,-0.210343,74.7167,1.22048,6164.75,1,298.04,151.04,1.50512e+06,91845.4,1.59697e+06,54980.2,14993.9,-31.4133,56988.1,0,0,0,-0.0172908,-0.00730062,100.509,0
0.72,20.2997,6.26329,32.2685,101.924,0.299628,53.5065,14.592,85.5137,76.8195,20.9497,118.17,76.9549,20.9867,128.197,-0.135404,-0.0369331,-0.216332,76.8419,1.22036,6340.09,1,297.985,150.985,1.5478e+06,94328.3,1.64213e+06,54979.7,14993.7,-32.2685,56987.5,0,0,0,-0.0172908,-0.00730062,101.934,0
0.73,20.8424,6.4113,33.1354,103.349,0.303819,54.2747,14.8015,86.6954,76.8768,20.9654,118.158,77.0161,21.0034,128.19,-0.139279,-0.0379899,-0.222405,78.9969,1.22023,6517.89,1,297.93,150.93,1.59108e+06,96844.7,1.68793e+06,54979.2,14993.6,-33.1354,56987,0,0,0,-0.0172908,-0.00730062,103.359,0
0.74,21.3928,6.56141,34.0142,104.774,0.308011,55.0435,15.0111,87.877,76.9338,20.9809,118.145,77.077,21.02,128.184,-0.14321,-0.039062,-0.228563,81.1816,1.22011,6698.15,1,297.875,150.875,1.63496e+06,99394.7,1.73435e+06,54978.6,14993.4,-34.0142,56986.4,0,0,0,-0.0172908,-0.00730062,104.784,0
0.75,21.951,6.71362,34.9048,106.199,0.312204,55.8128,15.2209,89.0585,76.9904,20.9964,118.133,77.1376,21.0365,128.177,-0.147198,-0.0401496,-0.234805,83.3962,1.21998,6880.88,1,297.82,150.82,1.67943e+06,101978,1.78141e+06,54978,14993.3,-34.9048,56985.8,0,0,0,-0.0172908,-0.00730062,106.209,0
0.76,22.5168,6.86793,35.8072,107.624,0.316397,56.5827,15.4309,90.2398,77.0466,21.0117,118.12,77.1978,21.0529,128.171,-0.151242,-0.0412527,-0.241131,85.6406,1.21985,7066.06,1,297.765,150.765,1.7245e+06,104595,1.82909e+06,54977.5,14993.1,-35.8072,56985.3,0,0,0,-0.0172908,-0.00730062,107.634,0
